Reading,Lux,Anomaly,Smoothed Lux
502,1935.0,False,1935.0
503,1935.0,False,1935.0
504,1935.0,False,1935.0
505,1935.0,False,1935.0
506,1935.0,False,1935.0
507,1935.0,False,1935.0
508,1935.0,False,1935.0
509,1935.0,False,1935.0
510,1935.0,False,1935.0
511,1935.0,False,1935.0
512,1935.0,False,1935.0
513,2085.83,False,1965.166
514,2085.83,False,1995.3319999999999
515,2085.83,False,2025.498
516,2085.83,False,2055.6639999999998
517,2085.83,False,2085.83
518,2085.83,False,2085.83
519,2085.83,False,2085.83
520,2085.83,False,2085.83
521,2085.83,False,2085.83
522,2085.83,False,2085.83
523,2085.83,False,2085.83
524,2085.83,False,2085.83
525,2085.83,False,2085.83
526,2085.83,False,2085.83
527,2085.83,False,2085.83
528,2085.83,False,2085.83
529,2085.83,False,2085.83
530,2085.83,False,2085.83
531,2085.83,False,2085.83
532,2085.83,False,2085.83
533,2085.83,False,2085.83
534,2085.83,False,2085.83
535,2085.83,False,2085.83
536,2085.83,False,2085.83
537,2085.83,False,2085.83
538,2085.83,False,2085.83
539,2130.83,False,2094.83
540,2130.83,False,2103.83
541,2130.83,False,2112.83
542,2130.83,False,2121.83
543,2130.83,False,2130.83
544,2130.83,False,2130.83
545,2130.83,False,2130.83
546,2130.83,False,2130.83
547,2130.83,False,2130.83
548,2130.83,False,2130.83
549,2130.83,False,2130.83
550,2130.83,False,2130.83
551,2130.83,False,2130.83
552,2130.83,False,2130.83
553,2130.83,False,2130.83
554,2130.83,False,2130.83
555,2130.83,False,2130.83
556,2130.83,False,2130.83
557,2130.83,False,2130.83
558,2130.83,False,2130.83
559,2130.83,False,2130.83
560,2130.83,False,2130.83
561,2130.83,False,2130.83
562,2130.83,False,2130.83
563,2130.83,False,2130.83
564,2130.83,False,2130.83
565,2130.83,False,2130.83
566,2130.83,False,2130.83
567,2130.83,False,2130.83
568,2130.83,False,2130.83
569,2130.83,False,2130.83
570,2184.17,False,2141.498
571,2184.17,False,2152.166
572,2184.17,False,2162.834
573,2184.17,False,2173.502
574,2184.17,False,2184.17
575,2184.17,False,2184.17
576,2184.17,False,2184.17
577,2184.17,False,2184.17
578,2184.17,False,2184.17
579,2184.17,False,2184.17
580,2184.17,False,2184.17
581,2184.17,False,2184.17
582,2184.17,False,2184.17
583,2184.17,False,2184.17
584,2184.17,False,2184.17
585,2184.17,False,2184.17
586,2184.17,False,2184.17
587,2184.17,False,2184.17
588,2184.17,False,2184.17
589,2184.17,False,2184.17
590,2184.17,False,2184.17
591,2184.17,False,2184.17
592,2184.17,False,2184.17
593,2184.17,False,2184.17
594,2184.17,False,2184.17
595,2184.17,False,2184.17
596,2184.17,False,2184.17
597,2184.17,False,2184.17
598,2184.17,False,2184.17
599,2184.17,False,2184.17
600,2196.67,False,2186.67
601,2196.67,False,2189.17
602,2196.67,False,2191.67
603,2196.67,False,2194.17
604,2196.67,False,2196.67
